,sqft_living,zipcode,grade,price,sca_sqft_living
2307,2850,98004,8,993000.0,0.8303571428571429
2308,1870,98027,7,380000.0,-0.044642857142857144
2309,2660,98177,7,635000.0,0.6607142857142857
2310,1190,98024,6,260000.0,-0.6517857142857143
2311,1770,98178,7,243000.0,-0.13392857142857142
2313,2080,98177,8,665000.0,0.14285714285714285
2314,2700,98007,9,898000.0,0.6964285714285714
2315,2200,98144,8,583000.0,0.25
2316,2160,98033,8,429000.0,0.21428571428571427
2317,2010,98034,8,471000.0,0.08035714285714286
2320,1770,98006,8,450000.0,-0.13392857142857142
2321,1430,98117,7,552500.0,-0.4375
2322,1700,98006,7,437000.0,-0.19642857142857142
2323,1830,98118,7,270000.0,-0.08035714285714286
2324,1410,98092,7,226740.0,-0.45535714285714285
2325,3060,98028,8,446500.0,1.0178571428571428
2326,1820,98022,7,283000.0,-0.08928571428571429
2327,2430,98024,7,445000.0,0.45535714285714285
2328,740,98126,6,250000.0,-1.0535714285714286
2329,770,98146,6,307000.0,-1.0267857142857142
2330,2200,98023,8,315000.0,0.25
2331,2920,98136,7,555000.0,0.8928571428571429
2332,2040,98031,7,264900.0,0.10714285714285714
2333,1600,98103,7,510000.0,-0.2857142857142857
2334,1990,98058,7,328000.0,0.0625
2335,1830,98038,7,358000.0,-0.08035714285714286
2336,2540,98042,7,325000.0,0.5535714285714286
2338,1440,98001,7,230000.0,-0.42857142857142855
2339,1550,98199,7,545000.0,-0.33035714285714285
2340,2490,98029,9,705380.0,0.5089285714285714
2341,2650,98028,7,459000.0,0.6517857142857143
2342,2000,98115,8,815000.0,0.07142857142857142
2343,3440,98055,8,495000.0,1.3571428571428572
2344,2280,98010,9,520000.0,0.32142857142857145
2345,1320,98107,7,430000.0,-0.5357142857142857
2346,2070,98003,8,255000.0,0.13392857142857142
2347,1860,98115,7,588000.0,-0.05357142857142857
2348,940,98008,6,350000.0,-0.875
2349,2290,98006,7,625000.0,0.33035714285714285
2350,1510,98059,6,172500.0,-0.36607142857142855
2351,1830,98116,7,554000.0,-0.08035714285714286
2352,3090,98052,9,775000.0,1.0446428571428572
2354,3200,98028,9,618000.0,1.1428571428571428
2355,1560,98166,6,305000.0,-0.32142857142857145
2356,1280,98042,7,232000.0,-0.5714285714285714
2357,2020,98001,7,262000.0,0.08928571428571429
2358,1040,98198,7,234000.0,-0.7857142857142857
2359,2260,98125,7,500000.0,0.30357142857142855
2360,860,98166,6,278000.0,-0.9464285714285714
2361,1920,98168,7,230000.0,0.0
2362,2290,98027,8,500000.0,0.33035714285714285
2363,2070,98155,7,366500.0,0.13392857142857142
2365,2220,98116,9,1100000.0,0.26785714285714285
2366,1840,98117,8,575000.0,-0.07142857142857142
2368,3110,98118,7,719000.0,1.0625
2369,2600,98070,7,482000.0,0.6071428571428571
2370,1060,98133,6,254000.0,-0.7678571428571429
2371,1250,98117,7,443725.0,-0.5982142857142857
2372,2520,98053,8,575000.0,0.5357142857142857
2373,2070,98155,8,469000.0,0.13392857142857142
2374,1300,98001,6,175000.0,-0.5535714285714286
2375,2190,98108,7,437000.0,0.24107142857142858
2376,2760,98028,8,550000.0,0.75
2377,1710,98031,7,172040.0,-0.1875
2378,1750,98038,8,363000.0,-0.15178571428571427
2379,1552,98092,7,282000.0,-0.32857142857142857
2380,2350,98178,8,400000.0,0.38392857142857145
2382,1720,98042,7,365000.0,-0.17857142857142858
2383,1960,98023,8,269950.0,0.03571428571428571
2384,1270,98010,6,260000.0,-0.5803571428571429
2385,1180,98023,7,193000.0,-0.6607142857142857
2386,2230,98038,8,340000.0,0.2767857142857143
2388,2150,98058,8,371000.0,0.20535714285714285
2389,2400,98045,8,592000.0,0.42857142857142855
2390,1830,98168,7,300000.0,-0.08035714285714286
2391,2800,98038,8,449950.0,0.7857142857142857
2392,2090,98003,8,299500.0,0.15178571428571427
2393,2340,98040,9,995000.0,0.375
2394,1670,98106,7,335000.0,-0.22321428571428573
2395,1990,98003,8,280000.0,0.0625
2396,2270,98034,7,446000.0,0.3125
2398,950,98118,6,325000.0,-0.8660714285714286
2399,1610,98033,7,450000.0,-0.2767857142857143
2400,1940,98038,7,322500.0,0.017857142857142856
2401,1210,98006,7,453000.0,-0.6339285714285714
2402,2570,98034,9,655000.0,0.5803571428571429
2403,1700,98115,7,603000.0,-0.19642857142857142
2404,1610,98001,6,235000.0,-0.2767857142857143
2406,2880,98074,8,1020000.0,0.8571428571428571
2407,1990,98033,8,435000.0,0.0625
2408,1260,98038,7,242000.0,-0.5892857142857143
2410,3010,98052,9,810000.0,0.9732142857142857
2411,2410,98072,8,625000.0,0.4375
2412,1280,98001,7,165000.0,-0.5714285714285714
2413,2320,98118,7,335000.0,0.35714285714285715
2414,1220,98065,6,286700.0,-0.625
2415,1400,98115,8,699000.0,-0.4642857142857143
2416,1590,98058,7,280000.0,-0.29464285714285715
2417,2220,98029,8,580000.0,0.26785714285714285
2418,2770,98053,8,754800.0,0.7589285714285714
2419,2303,98019,8,525000.0,0.3419642857142857
2420,1600,98155,8,562000.0,-0.2857142857142857
2421,1280,98117,7,575000.0,-0.5714285714285714
2422,2900,98027,9,808900.0,0.875
2424,1700,98038,7,335000.0,-0.19642857142857142
2425,1050,98125,7,473000.0,-0.7767857142857143
2426,2990,98023,8,350000.0,0.9553571428571429
2428,1240,98155,7,305500.0,-0.6071428571428571
2429,780,98077,7,306000.0,-1.0178571428571428
2430,850,98133,8,233000.0,-0.9553571428571429
2431,1540,98125,8,490000.0,-0.3392857142857143
2432,2280,98042,8,445000.0,0.32142857142857145
2433,2550,98178,7,355000.0,0.5625
2434,1770,98058,8,360000.0,-0.13392857142857142
2435,2320,98115,7,737500.0,0.35714285714285715
2436,2600,98004,8,985000.0,0.6071428571428571
2437,1570,98126,8,349950.0,-0.3125
2438,3060,98065,8,520000.0,1.0178571428571428
2439,1960,98177,7,355950.0,0.03571428571428571
2440,3270,98055,9,485000.0,1.2053571428571428
2441,1090,98092,6,143000.0,-0.7410714285714286
2443,940,98033,7,355000.0,-0.875
2445,1770,98059,7,200000.0,-0.13392857142857142
2448,1590,98033,9,409900.0,-0.29464285714285715
2449,1290,98118,6,265000.0,-0.5625
2450,3655,98008,8,740000.0,1.5491071428571428
2451,2490,98092,7,306000.0,0.5089285714285714
2452,1470,98065,7,381000.0,-0.4017857142857143
2454,3190,98166,8,1050000.0,1.1339285714285714
2455,810,98133,6,408000.0,-0.9910714285714286
2456,2980,98052,9,739900.0,0.9464285714285714
2457,2780,98072,9,674250.0,0.7678571428571429
2458,1340,98177,7,438400.0,-0.5178571428571429
2460,1360,98116,8,703000.0,-0.5
2461,1320,98023,7,262000.0,-0.5357142857142857
2462,1210,98045,7,353000.0,-0.6339285714285714
2463,1940,98052,8,500000.0,0.017857142857142856
2465,1980,98042,8,332000.0,0.05357142857142857
2466,2320,98008,9,824000.0,0.35714285714285715
2467,1660,98144,7,290000.0,-0.23214285714285715
2468,1660,98109,9,700000.0,-0.23214285714285715
2469,1080,98107,7,550000.0,-0.75
2470,1510,98133,7,549000.0,-0.36607142857142855
2472,3070,98007,9,858000.0,1.0267857142857142
2473,970,98133,7,345000.0,-0.8482142857142857
2474,2140,98022,8,340000.0,0.19642857142857142
2476,1260,98133,7,275000.0,-0.5892857142857143
2477,1220,98008,7,405000.0,-0.625
2478,1720,98155,7,432500.0,-0.17857142857142858
2479,2140,98118,6,236500.0,0.19642857142857142
2480,1420,98103,8,679000.0,-0.44642857142857145
2481,2060,98133,8,543000.0,0.125
2482,1320,98178,7,294000.0,-0.5357142857142857
2483,1810,98058,7,340500.0,-0.09821428571428571
2484,2980,98006,9,1010000.0,0.9464285714285714
2485,1350,98052,8,335000.0,-0.5089285714285714
2486,1540,98011,7,425000.0,-0.3392857142857143
2487,2510,98022,8,353000.0,0.5267857142857143
2488,1670,98029,8,540000.0,-0.22321428571428573
2489,3690,98074,9,640000.0,1.5803571428571428
2490,1320,98028,8,339950.0,-0.5357142857142857
2492,1510,98045,7,322000.0,-0.36607142857142855
2493,1870,98005,8,660000.0,-0.044642857142857144
2495,2400,98002,7,300000.0,0.42857142857142855
2496,1170,98023,6,207500.0,-0.6696428571428571
2497,1190,98146,7,195000.0,-0.6517857142857143
2498,2080,98117,7,700000.0,0.14285714285714285
2499,2150,98106,7,560000.0,0.20535714285714285
2501,1580,98126,7,575000.0,-0.30357142857142855
2502,2370,98072,8,475000.0,0.4017857142857143
2503,1840,98118,7,285000.0,-0.07142857142857142
2504,2660,98029,9,753888.0,0.6607142857142857
2505,2190,98029,9,650000.0,0.24107142857142858
2506,1660,98117,7,620000.0,-0.23214285714285715
2507,1780,98075,7,526000.0,-0.125
2508,700,98056,6,155000.0,-1.0892857142857142
2509,1570,98011,7,342000.0,-0.3125
2510,1220,98019,7,390000.0,-0.625
2511,3150,98024,9,685000.0,1.0982142857142858
2512,2690,98053,7,608000.0,0.6875
2513,680,98168,6,179900.0,-1.1071428571428572
2515,1010,98168,7,166000.0,-0.8125
2516,1710,98118,8,462000.0,-0.1875
2517,2090,98029,8,545000.0,0.15178571428571427
2518,1560,98122,7,415000.0,-0.32142857142857145
2519,1560,98038,7,269000.0,-0.32142857142857145
2520,2570,98003,8,356500.0,0.5803571428571429
2521,1010,98198,6,225000.0,-0.8125
2522,1020,98002,6,175000.0,-0.8035714285714286
2523,1710,98005,8,549000.0,-0.1875
2524,2300,98166,8,535000.0,0.3392857142857143
2525,1990,98027,8,627000.0,0.0625
2526,2730,98166,9,565000.0,0.7232142857142857
2527,2195,98103,7,392450.0,0.24553571428571427
2528,1560,98053,8,509000.0,-0.32142857142857145
2530,1400,98117,7,537000.0,-0.4642857142857143
2532,1140,98155,7,358000.0,-0.6964285714285714
2533,1920,98116,7,595000.0,0.0
2534,2496,98052,9,661000.0,0.5142857142857142
2535,2280,98034,7,419950.0,0.32142857142857145
2536,3200,98038,9,490000.0,1.1428571428571428
2537,880,98117,7,525000.0,-0.9285714285714286
2538,1320,98117,7,350000.0,-0.5357142857142857
2539,2450,98072,9,552500.0,0.4732142857142857
2540,1040,98023,6,210000.0,-0.7857142857142857
2541,2480,98042,9,390000.0,0.5
2542,1830,98155,7,336800.0,-0.08035714285714286
2543,1440,98053,7,465000.0,-0.42857142857142855
2544,1580,98038,7,299900.0,-0.30357142857142855
2545,3230,98029,9,715000.0,1.1696428571428572
2546,1810,98042,7,235000.0,-0.09821428571428571
2547,2495,98001,8,276000.0,0.5133928571428571
2548,1740,98003,7,265000.0,-0.16071428571428573
2549,1680,98103,6,425000.0,-0.21428571428571427
2550,2460,98092,8,313000.0,0.48214285714285715
2551,3050,98177,8,715000.0,1.0089285714285714
2552,1630,98001,7,265000.0,-0.25892857142857145
2553,2460,98028,9,646000.0,0.48214285714285715
2554,1030,98146,7,175000.0,-0.7946428571428571
2556,2310,98199,7,785000.0,0.3482142857142857
2557,2610,98122,8,890000.0,0.6160714285714286
2558,2330,98034,9,612000.0,0.36607142857142855
2559,2980,98023,8,330000.0,0.9464285714285714
2560,1790,98052,8,493000.0,-0.11607142857142858
2564,1750,98122,7,499000.0,-0.15178571428571427
2565,2660,98006,8,603500.0,0.6607142857142857
2566,1580,98126,8,530000.0,-0.30357142857142855
2567,2350,98004,8,895000.0,0.38392857142857145
2568,2510,98023,7,267345.0,0.5267857142857143
2569,1480,98045,8,275000.0,-0.39285714285714285
2570,1720,98019,7,439950.0,-0.17857142857142858
2571,1470,98029,7,455000.0,-0.4017857142857143
2572,1540,98115,7,630000.0,-0.3392857142857143
2573,2820,98029,9,690000.0,0.8035714285714286
2574,1250,98023,7,212000.0,-0.5982142857142857
2575,2080,98030,7,231500.0,0.14285714285714285
2577,2860,98092,9,378500.0,0.8392857142857143
2578,2710,98038,9,482000.0,0.7053571428571429
2579,1140,98103,7,695000.0,-0.6964285714285714
2581,1710,98199,8,675000.0,-0.1875
2582,1340,98034,7,387000.0,-0.5178571428571429
2583,2290,98058,8,347500.0,0.33035714285714285
2584,1860,98166,8,385000.0,-0.05357142857142857
2585,1080,98126,6,265000.0,-0.75
2586,960,98115,7,406000.0,-0.8571428571428571
2587,980,98014,7,134000.0,-0.8392857142857143
2588,1500,98103,7,415000.0,-0.375
2589,1440,98034,7,375000.0,-0.42857142857142855
2590,2580,98074,8,620000.0,0.5892857142857143
2591,2070,98038,7,337500.0,0.13392857142857142
2592,1880,98005,7,565000.0,-0.03571428571428571
2593,2420,98045,7,399500.0,0.44642857142857145
2594,1890,98004,8,1070000.0,-0.026785714285714284
2595,1920,98056,8,352500.0,0.0
2596,1870,98030,7,259000.0,-0.044642857142857144
2597,900,98106,7,320000.0,-0.9107142857142857
2598,2160,98052,9,733000.0,0.21428571428571427
2599,900,98115,7,381500.0,-0.9107142857142857
2600,1180,98118,7,343000.0,-0.6607142857142857
2601,900,98022,6,205500.0,-0.9107142857142857
2602,1600,98075,7,525000.0,-0.2857142857142857
2603,1500,98056,6,300000.0,-0.375
2604,1070,98077,6,299000.0,-0.7589285714285714
2605,2570,98029,8,561000.0,0.5803571428571429
2606,1210,98144,7,450000.0,-0.6339285714285714
2607,1850,98052,8,540000.0,-0.0625
2608,1740,98045,8,379000.0,-0.16071428571428573
2609,1300,98198,7,230000.0,-0.5535714285714286
2610,2000,98042,8,399950.0,0.07142857142857142
2611,3220,98042,8,355000.0,1.1607142857142858
2612,2160,98008,8,580000.0,0.21428571428571427
2613,2130,98144,7,700000.0,0.1875
2614,1580,98198,7,279900.0,-0.30357142857142855
2615,1200,98178,6,210000.0,-0.6428571428571429
2617,860,98055,6,290300.0,-0.9464285714285714
2619,1600,98125,7,490000.0,-0.2857142857142857
2620,2110,98027,9,606000.0,0.16964285714285715
2621,1400,98133,6,359950.0,-0.4642857142857143
2623,1430,98074,7,465000.0,-0.4375
2625,3040,98038,8,500000.0,1.0
2626,980,98155,7,455000.0,-0.8392857142857143
2627,2570,98115,7,705000.0,0.5803571428571429
2628,2060,98177,8,420000.0,0.125
2630,1300,98003,7,250000.0,-0.5535714285714286
2631,1680,98034,7,530000.0,-0.21428571428571427
2632,4020,98027,8,590000.0,1.875
2633,1530,98042,7,257500.0,-0.3482142857142857
2634,1170,98125,8,415000.0,-0.6696428571428571
2635,1580,98107,7,536000.0,-0.30357142857142855
2636,1270,98031,7,246500.0,-0.5803571428571429
2637,1480,98034,8,395000.0,-0.39285714285714285
2638,2220,98052,8,739000.0,0.26785714285714285
2640,910,98003,7,190000.0,-0.9017857142857143
2641,1480,98168,7,305000.0,-0.39285714285714285
2642,3770,98028,8,925000.0,1.6517857142857142
2644,1480,98115,8,656000.0,-0.39285714285714285
2645,1660,98117,7,560000.0,-0.23214285714285715
2646,2520,98074,9,610000.0,0.5357142857142857
2647,2850,98075,9,645000.0,0.8303571428571429
2648,2153,98001,8,259000.0,0.2080357142857143
2650,3770,98177,9,872000.0,1.6517857142857142
2651,3600,98040,9,1000000.0,1.5
2652,2980,98033,8,900000.0,0.9464285714285714
2653,2320,98103,7,475000.0,0.35714285714285715
2654,2980,98042,8,350000.0,0.9464285714285714
2655,2930,98117,9,840000.0,0.9017857142857143
2656,2040,98006,8,500000.0,0.10714285714285714
2657,1510,98148,7,202500.0,-0.36607142857142855
2658,2660,98027,8,523000.0,0.6607142857142857
2659,1740,98001,7,225000.0,-0.16071428571428573
2660,2240,98198,7,418200.0,0.2857142857142857
2661,1570,98028,7,356500.0,-0.3125
2662,2500,98103,7,670000.0,0.5178571428571429
2663,1750,98155,7,456150.0,-0.15178571428571427
2664,3030,98045,8,471000.0,0.9910714285714286
2665,1680,98116,8,558000.0,-0.21428571428571427
2667,1220,98002,7,161500.0,-0.625
2668,1310,98034,7,311000.0,-0.5446428571428571
2669,2490,98034,8,470000.0,0.5089285714285714
2670,2220,98108,8,569000.0,0.26785714285714285
2671,2240,98029,9,689000.0,0.2857142857142857
2672,1890,98045,7,271900.0,-0.026785714285714284
2673,1850,98030,7,278000.0,-0.0625
2674,2210,98112,8,820000.0,0.25892857142857145
2675,1410,98056,7,399500.0,-0.45535714285714285
2676,1890,98008,9,462000.0,-0.026785714285714284
2677,1830,98042,7,347500.0,-0.08035714285714286
2678,1440,98107,7,562100.0,-0.42857142857142855
2679,950,98058,6,230000.0,-0.8660714285714286
2680,2370,98033,8,687000.0,0.4017857142857143
2682,1300,98072,7,315500.0,-0.5535714285714286
2683,1300,98146,7,312000.0,-0.5535714285714286
2684,1210,98133,8,343000.0,-0.6339285714285714
2685,710,98144,6,385195.0,-1.0803571428571428
2686,2240,98059,8,415000.0,0.2857142857142857
2687,3600,98033,6,461000.0,1.5
2688,1960,98056,7,369990.0,0.03571428571428571
2689,1820,98019,7,349950.0,-0.08928571428571429
2690,1960,98055,8,285750.0,0.03571428571428571
2691,1750,98005,8,542500.0,-0.15178571428571427
2692,3700,98053,9,830000.0,1.5892857142857142
2693,2910,98034,8,705000.0,0.8839285714285714
2694,1270,98117,8,615000.0,-0.5803571428571429
2695,720,98178,6,184500.0,-1.0714285714285714
2696,1040,98122,7,412000.0,-0.7857142857142857
2697,2210,98168,7,250000.0,0.25892857142857145
2698,2060,98105,7,580000.0,0.125
2699,780,98055,6,220000.0,-1.0178571428571428
2700,2240,98033,8,675000.0,0.2857142857142857
2701,800,98107,7,373500.0,-1.0
2702,2440,98118,7,662700.0,0.4642857142857143
2703,1460,98168,6,239950.0,-0.4107142857142857
2704,1150,98052,7,383000.0,-0.6875
2705,2650,98028,7,485000.0,0.6517857142857143
2706,2600,98075,8,610000.0,0.6071428571428571
2707,1820,98116,7,545000.0,-0.08928571428571429
2708,2560,98112,8,780000.0,0.5714285714285714
2709,1714,98055,8,305000.0,-0.18392857142857144
2710,1330,98074,7,405000.0,-0.5267857142857143
2712,2050,98058,6,273000.0,0.11607142857142858
2713,1810,98072,7,326500.0,-0.09821428571428571
2714,1380,98056,7,365000.0,-0.48214285714285715
2716,800,98117,7,422500.0,-1.0
2717,2140,98001,8,354450.0,0.19642857142857142
2718,1330,98077,7,320000.0,-0.5267857142857143
2719,1030,98032,7,223000.0,-0.7946428571428571
2720,1740,98053,7,410000.0,-0.16071428571428573
2721,1200,98144,6,438000.0,-0.6428571428571429
2722,1490,98199,7,390000.0,-0.38392857142857145
2723,1890,98092,7,298500.0,-0.026785714285714284
2725,3250,98115,8,779000.0,1.1875
2726,2730,98034,8,570000.0,0.7232142857142857
2727,810,98144,6,385000.0,-0.9910714285714286
2728,2240,98033,8,649000.0,0.2857142857142857
2729,1740,98168,7,283000.0,-0.16071428571428573
2730,2380,98008,7,699900.0,0.4107142857142857
2731,1540,98058,7,278500.0,-0.3392857142857143
2732,2340,98052,8,700000.0,0.375
2733,2710,98045,9,535000.0,0.7053571428571429
2734,1310,98168,7,234500.0,-0.5446428571428571
2735,1390,98133,7,374150.0,-0.4732142857142857
2736,2201,98198,8,397000.0,0.25089285714285714
2737,1960,98008,8,613000.0,0.03571428571428571
2739,1880,98115,7,595000.0,-0.03571428571428571
2740,2440,98030,8,340000.0,0.4642857142857143
2741,2560,98038,9,388000.0,0.5714285714285714
2742,1410,98166,7,404000.0,-0.45535714285714285
2743,2870,98115,8,810000.0,0.8482142857142857
2744,2620,98058,9,405000.0,0.625
2745,2970,98075,9,726000.0,0.9375
2746,1780,98030,7,266000.0,-0.125
2747,3700,98177,8,722500.0,1.5892857142857142
2748,1252,98001,8,352000.0,-0.5964285714285714
2749,1240,98198,7,265000.0,-0.6071428571428571
2750,2160,98116,9,856000.0,0.21428571428571427
2751,2040,98038,8,346950.0,0.10714285714285714
2752,3130,98006,9,866059.0,1.0803571428571428
2753,2350,98065,7,410000.0,0.38392857142857145
2754,1570,98045,7,370000.0,-0.3125
2755,1530,98022,7,230000.0,-0.3482142857142857
2756,1520,98117,7,400000.0,-0.35714285714285715
2757,1350,98023,7,172000.0,-0.5089285714285714
2758,1950,98007,8,615000.0,0.026785714285714284
2760,2040,98116,7,555000.0,0.10714285714285714
2761,1990,98103,8,579000.0,0.0625
2762,1300,98034,7,385000.0,-0.5535714285714286
2763,2030,98011,7,420000.0,0.09821428571428571
2764,2340,98103,7,645000.0,0.375
2765,2160,98133,8,549950.0,0.21428571428571427
2766,2770,98033,8,678000.0,0.7589285714285714
2767,2030,98178,7,199000.0,0.09821428571428571
2768,1440,98040,7,604000.0,-0.42857142857142855
2769,1730,98059,7,268000.0,-0.16964285714285715
2771,2100,98052,7,509250.0,0.16071428571428573
2772,1800,98034,8,416000.0,-0.10714285714285714
2773,1090,98003,7,190000.0,-0.7410714285714286
2774,1010,98003,7,212000.0,-0.8125
2775,2040,98023,8,325900.0,0.10714285714285714
2776,2270,98136,8,560000.0,0.3125
2777,1730,98030,7,275000.0,-0.16964285714285715
2778,2480,98059,8,665000.0,0.5
2780,1720,98106,7,375000.0,-0.17857142857142858
2781,1570,98126,7,359950.0,-0.3125
2782,3527,98198,7,340000.0,1.4348214285714285
2783,840,98177,7,401000.0,-0.9642857142857143
2784,1950,98166,6,669000.0,0.026785714285714284
2785,1980,98052,8,638500.0,0.05357142857142857
2786,1620,98144,7,545000.0,-0.26785714285714285
2787,1980,98034,7,524000.0,0.05357142857142857
2789,1260,98126,6,280000.0,-0.5892857142857143
2790,2120,98006,8,828000.0,0.17857142857142858
2791,1360,98023,7,223000.0,-0.5
2793,2370,98019,7,750000.0,0.4017857142857143
2794,1460,98125,7,430000.0,-0.4107142857142857
2795,1980,98040,6,711000.0,0.05357142857142857
2796,1930,98042,8,310000.0,0.008928571428571428
2797,3700,98178,8,415000.0,1.5892857142857142
2798,1970,98030,7,274900.0,0.044642857142857144
2799,2470,98027,8,525000.0,0.49107142857142855
2800,1180,98092,7,179500.0,-0.6607142857142857
2801,1280,98115,8,478000.0,-0.5714285714285714
2802,1380,98042,7,195000.0,-0.48214285714285715
2803,2740,98058,8,385000.0,0.7321428571428571
2804,2020,98011,7,401000.0,0.08928571428571429
2805,2835,98038,8,522000.0,0.8169642857142857
2806,1520,98065,7,330000.0,-0.35714285714285715
2807,2190,98155,9,503000.0,0.24107142857142858
2808,1680,98003,7,175000.0,-0.21428571428571427
2809,3915,98053,9,963990.0,1.78125
2810,1720,98004,8,845000.0,-0.17857142857142858
2812,1790,98144,7,450000.0,-0.11607142857142858
2813,2440,98115,8,925000.0,0.4642857142857143
2814,920,98115,7,600000.0,-0.8928571428571429
2815,1680,98103,7,709000.0,-0.21428571428571427
2817,2120,98092,7,248000.0,0.17857142857142858
2818,910,98103,6,245000.0,-0.9017857142857143
2819,1000,98108,6,332000.0,-0.8214285714285714
2820,2340,98065,7,459950.0,0.375
2821,1180,98122,8,425000.0,-0.6607142857142857
2822,2080,98077,8,460000.0,0.14285714285714285
2823,3760,98117,9,838300.0,1.6428571428571428
2824,1480,98010,7,256000.0,-0.39285714285714285
2826,3070,98116,9,900000.0,1.0267857142857142
2827,1170,98058,6,145600.0,-0.6696428571428571
2828,2900,98115,8,865000.0,0.875
2829,2210,98023,8,250250.0,0.25892857142857145
2831,1980,98034,7,450000.0,0.05357142857142857
2832,2060,98005,8,675500.0,0.125
2833,2420,98115,7,697000.0,0.44642857142857145
2835,1600,98052,8,490000.0,-0.2857142857142857
2836,2210,98115,8,590000.0,0.25892857142857145
2837,2250,98023,8,280000.0,0.29464285714285715
2838,1680,98136,7,515000.0,-0.21428571428571427
2839,1140,98115,7,576000.0,-0.6964285714285714
2840,1430,98011,7,375000.0,-0.4375
2841,1440,98052,7,478000.0,-0.42857142857142855
2842,1670,98042,7,282000.0,-0.22321428571428573
2845,3010,98045,9,724950.0,0.9732142857142857
2846,1560,98056,8,306000.0,-0.32142857142857145
2847,1920,98058,8,341000.0,0.0
2848,1400,98106,7,399950.0,-0.4642857142857143
2849,2280,98122,7,534000.0,0.32142857142857145
2850,3880,98053,7,635000.0,1.75
2851,1350,98103,6,350000.0,-0.5089285714285714
2852,1480,98112,7,856000.0,-0.39285714285714285
2853,1670,98122,8,582000.0,-0.22321428571428573
2854,3400,98052,9,799000.0,1.3214285714285714
2855,2070,98065,8,423700.0,0.13392857142857142
2857,1760,98010,7,322000.0,-0.14285714285714285
2858,4030,98053,9,929000.0,1.8839285714285714
2859,1130,98115,7,443000.0,-0.7053571428571429
2860,1510,98034,7,441500.0,-0.36607142857142855
2861,3110,98075,8,875000.0,1.0625
2863,740,98115,7,450000.0,-1.0535714285714286
2864,1630,98034,7,425000.0,-0.25892857142857145
2866,1990,98105,7,763101.0,0.0625
2867,2250,98019,9,499000.0,0.29464285714285715
2868,1720,98053,8,521000.0,-0.17857142857142858
2869,900,98022,6,302000.0,-0.9107142857142857
2870,2360,98038,7,293000.0,0.39285714285714285
2871,1530,98019,7,335000.0,-0.3482142857142857
2872,1450,98103,7,499000.0,-0.41964285714285715
2873,2040,98115,7,600000.0,0.10714285714285714
2874,2620,98005,9,720000.0,0.625
2875,1180,98038,6,195000.0,-0.6607142857142857
2876,1110,98166,7,249000.0,-0.7232142857142857
2877,1840,98019,7,334000.0,-0.07142857142857142
2878,2720,98115,8,599950.0,0.7142857142857143
2879,1090,98198,8,149900.0,-0.7410714285714286
2880,1730,98115,7,700000.0,-0.16964285714285715
2881,1170,98040,6,525000.0,-0.6696428571428571
2883,1960,98034,7,402000.0,0.03571428571428571
2884,1430,98103,7,450000.0,-0.4375
2885,2510,98027,8,520000.0,0.5267857142857143
2886,1420,98023,7,205000.0,-0.44642857142857145
2887,2680,98038,9,635000.0,0.6785714285714286
2888,1220,98001,7,210500.0,-0.625
2889,1070,98126,6,406650.0,-0.7589285714285714
2890,1580,98010,7,350000.0,-0.30357142857142855
2891,1820,98115,7,425000.0,-0.08928571428571429
2895,2030,98133,7,435000.0,0.09821428571428571
2896,1240,98034,7,355000.0,-0.6071428571428571
2898,2670,98155,9,685000.0,0.6696428571428571
2899,1640,98059,7,311000.0,-0.25
2900,2130,98031,7,305000.0,0.1875
2901,2550,98144,7,675000.0,0.5625
2902,3630,98040,8,769000.0,1.5267857142857142
2903,1690,98006,7,430000.0,-0.20535714285714285
2904,2390,98011,7,516250.0,0.41964285714285715
2905,2350,98125,7,760000.0,0.38392857142857145
2906,1420,98115,8,579950.0,-0.44642857142857145
2907,1570,98133,8,476000.0,-0.3125
2908,1600,98034,7,510000.0,-0.2857142857142857
2909,720,98106,6,205000.0,-1.0714285714285714
2910,1470,98032,7,240000.0,-0.4017857142857143
2912,1720,98125,6,420000.0,-0.17857142857142858
2913,1300,98052,7,455000.0,-0.5535714285714286
2914,2520,98144,8,765000.0,0.5357142857142857
2915,1780,98059,7,372000.0,-0.125
2916,1200,98118,6,160000.0,-0.6428571428571429
2917,2990,98074,9,772000.0,0.9553571428571429
2919,1370,98103,7,479000.0,-0.49107142857142855
2920,1910,98075,8,570000.0,-0.008928571428571428
2921,1170,98125,6,350000.0,-0.6696428571428571
2922,1250,98115,8,353000.0,-0.5982142857142857
2924,1380,98148,7,265000.0,-0.48214285714285715
2925,780,98014,6,167000.0,-1.0178571428571428
2926,2080,98008,8,500000.0,0.14285714285714285
2927,1410,98144,6,700000.0,-0.45535714285714285
2928,520,98116,6,295000.0,-1.25
2929,3500,98115,9,1010000.0,1.4107142857142858
2930,840,98042,6,209000.0,-0.9642857142857143
2931,2240,98001,7,276000.0,0.2857142857142857
2932,2100,98059,8,380000.0,0.16071428571428573
2933,1750,98024,7,315000.0,-0.15178571428571427
2934,3130,98014,9,685530.0,1.0803571428571428
2935,1470,98002,7,254600.0,-0.4017857142857143
2936,1440,98056,6,230000.0,-0.42857142857142855
2937,1430,98103,8,335000.0,-0.4375
2938,2170,98052,7,550000.0,0.22321428571428573
2939,1150,98032,7,123300.0,-0.6875
2940,2170,98030,7,275436.0,0.22321428571428573
2941,2630,98188,7,325000.0,0.6339285714285714
